,station_code,Date,Avg_pm_25_value
886,site_1429,08-09-2020,0
887,site_1429,09-09-2020,0
888,site_1429,10-09-2020,0
889,site_1429,11-09-2020,0
890,site_105,01-09-2020,0
891,site_105,02-09-2020,0
892,site_105,03-09-2020,0
893,site_105,04-09-2020,0
894,site_105,05-09-2020,0
895,site_105,06-09-2020,0
896,site_105,07-09-2020,0
897,site_105,08-09-2020,0
898,site_105,09-09-2020,0
899,site_105,10-09-2020,0
900,site_105,11-09-2020,0
901,site_1428,01-09-2020,0
902,site_1428,02-09-2020,0
903,site_1428,03-09-2020,0
904,site_1428,04-09-2020,0
905,site_1428,05-09-2020,0
906,site_1428,06-09-2020,0
907,site_1428,07-09-2020,0
908,site_1428,08-09-2020,0
909,site_1428,09-09-2020,0
910,site_1428,10-09-2020,0
911,site_1428,11-09-2020,0
912,site_1431,01-09-2020,0
913,site_1431,02-09-2020,0
914,site_1431,03-09-2020,0
915,site_1431,04-09-2020,0
916,site_1431,05-09-2020,0
917,site_1431,06-09-2020,0
918,site_1431,07-09-2020,0
919,site_1431,08-09-2020,0
920,site_1431,09-09-2020,0
921,site_1431,10-09-2020,0
922,site_1431,11-09-2020,0
923,site_125,01-09-2020,0
924,site_125,02-09-2020,0
925,site_125,03-09-2020,0
926,site_125,04-09-2020,0
927,site_125,05-09-2020,0
928,site_125,06-09-2020,0
929,site_125,07-09-2020,0
930,site_125,08-09-2020,0
931,site_125,09-09-2020,0
932,site_125,10-09-2020,0
933,site_125,11-09-2020,0
934,site_1563,01-09-2020,0
935,site_1563,02-09-2020,0
936,site_1563,03-09-2020,0
937,site_1563,04-09-2020,0
938,site_1563,05-09-2020,0
939,site_1563,06-09-2020,0
940,site_1563,07-09-2020,0
941,site_1563,08-09-2020,0
942,site_1563,09-09-2020,0
943,site_1563,10-09-2020,0
944,site_1563,11-09-2020,0
945,site_107,01-09-2020,0
946,site_107,02-09-2020,0
947,site_107,03-09-2020,0
948,site_107,04-09-2020,0
949,site_107,05-09-2020,0
950,site_107,06-09-2020,0
951,site_107,07-09-2020,0
952,site_107,08-09-2020,0
953,site_107,09-09-2020,0
954,site_107,10-09-2020,0
955,site_107,11-09-2020,0
956,site_124,01-09-2020,0
957,site_124,02-09-2020,0
958,site_124,03-09-2020,0
959,site_124,04-09-2020,0
960,site_124,05-09-2020,0
961,site_124,06-09-2020,0
962,site_124,07-09-2020,0
963,site_124,08-09-2020,0
964,site_124,09-09-2020,0
965,site_124,10-09-2020,0
966,site_124,11-09-2020,0
967,site_1430,01-09-2020,0
968,site_1430,02-09-2020,0
969,site_1430,03-09-2020,0
970,site_1430,04-09-2020,0
971,site_1430,05-09-2020,0
972,site_1430,06-09-2020,0
973,site_1430,07-09-2020,0
974,site_1430,08-09-2020,0
975,site_1430,09-09-2020,0
976,site_1430,10-09-2020,0
977,site_1430,11-09-2020,0
978,site_113,01-09-2020,0
979,site_113,02-09-2020,0
980,site_113,03-09-2020,0
981,site_113,04-09-2020,0
982,site_113,05-09-2020,0
983,site_113,06-09-2020,0
984,site_113,07-09-2020,0
985,site_113,08-09-2020,0
986,site_113,09-09-2020,0
987,site_113,10-09-2020,0
988,site_113,11-09-2020,0
989,site_119,01-09-2020,0
990,site_119,02-09-2020,0
991,site_119,03-09-2020,0
992,site_119,04-09-2020,0
993,site_119,05-09-2020,0
994,site_119,06-09-2020,0
995,site_119,07-09-2020,0
996,site_119,08-09-2020,0
997,site_119,09-09-2020,0
998,site_119,10-09-2020,0
999,site_119,11-09-2020,0
1000,site_1432,01-09-2020,0
1001,site_1432,02-09-2020,0
1002,site_1432,03-09-2020,0
1003,site_1432,04-09-2020,0
1004,site_1432,05-09-2020,0
1005,site_1432,06-09-2020,0
1006,site_1432,07-09-2020,0
1007,site_1432,08-09-2020,0
1008,site_1432,09-09-2020,0
1009,site_1432,10-09-2020,0
1010,site_1432,11-09-2020,0
1011,site_1562,01-09-2020,0
1012,site_1562,02-09-2020,0
1013,site_1562,03-09-2020,0
1014,site_1562,04-09-2020,0
1015,site_1562,05-09-2020,0
1016,site_1562,06-09-2020,0
1017,site_1562,07-09-2020,0
1018,site_1562,08-09-2020,0
1019,site_1562,09-09-2020,0
1020,site_1562,10-09-2020,0
1021,site_1562,11-09-2020,0
1022,site_1435,01-09-2020,0
1023,site_1435,02-09-2020,0
1024,site_1435,03-09-2020,0
1025,site_1435,04-09-2020,0
1026,site_1435,05-09-2020,0
1027,site_1435,06-09-2020,0
1028,site_1435,07-09-2020,0
1029,site_1435,08-09-2020,0
1030,site_1435,09-09-2020,0
1031,site_1435,10-09-2020,0
1032,site_1435,11-09-2020,0
1033,site_1434,01-09-2020,0
1034,site_1434,02-09-2020,0
1035,site_1434,03-09-2020,0
1036,site_1434,04-09-2020,0
1037,site_1434,05-09-2020,0
1038,site_1434,06-09-2020,0
1039,site_1434,07-09-2020,0
1040,site_1434,08-09-2020,0
1041,site_1434,09-09-2020,0
1042,site_1434,10-09-2020,0
1043,site_1434,11-09-2020,0
